Query,run 1,run 2,run 3,run 4,run 5,run 6,run 7,run 8,run 9,run 10,min,max,median,avg,stddev
1,0.368014,0.336543,0.337135,0.336613,0.337281,0.336915,0.33748,0.33735,0.337772,0.339347,0.336543,0.368014,0.3373155,0.340445,0.009718872065
2,0.0245945,0.0245337,0.0244632,0.0247762,0.0248919,0.0248018,0.0253297,0.0253375,0.0254593,0.0255557,0.0244632,0.0255557,0.02484685,0.02497435,0.0004091812374
3,0.584991,0.577868,0.574591,0.584396,0.575064,0.570703,0.578348,0.57729,0.582804,0.577159,0.570703,0.584991,0.577579,0.5783214,0.004554190115
4,0.382297,0.38074,0.389765,0.389201,0.379497,0.387563,0.391275,0.379689,0.385721,0.387343,0.379497,0.391275,0.386532,0.3853091,0.004413310938
5,0.447944,0.463142,0.45347,0.468307,0.465738,0.452025,0.463408,0.463739,0.455309,0.479337,0.447944,0.479337,0.463275,0.4612419,0.009246550089
6,0.0852194,0.083836,0.0837239,0.083653,0.0838071,0.0841869,0.083856,0.0836499,0.0877164,0.0837026,0.0836499,0.0877164,0.08382155,0.08433512,0.001278147191
7,0.399763,0.390824,0.393054,0.392825,0.396331,0.392345,0.393096,0.389659,0.394956,0.394926,0.389659,0.399763,0.393075,0.3937779,0.002880719372
8,0.215503,0.216189,0.219993,0.223534,0.217521,0.215845,0.217428,0.220287,0.219899,0.220952,0.215503,0.223534,0.21871,0.2187151,0.002619367585
9,1.08967,1.07852,1.09187,1.07539,1.09379,1.06954,1.10512,1.07893,1.09167,1.10278,1.06954,1.10512,1.09067,1.087728,0.01177323122
10,0.422489,0.422167,0.423459,0.421467,0.424088,0.42571,0.42169,0.423371,0.420853,0.424807,0.420853,0.42571,0.42293,0.4230101,0.001555320721
11,0.0486485,0.0478029,0.0477977,0.0481411,0.0488013,0.0476321,0.0478414,0.0478339,0.0473564,0.0477852,0.0473564,0.0488013,0.0478184,0.04796405,0.0004469459829
12,0.19799,0.198183,0.200697,0.204605,0.200279,0.198066,0.197984,0.197886,0.199648,0.198229,0.197886,0.204605,0.198206,0.1993567,0.002121500206
13,1.77895,1.64462,1.65217,1.62758,1.63227,1.62765,1.63043,1.62652,1.63709,1.62718,1.62652,1.77895,1.63135,1.648446,0.04663791286
14,0.11737,0.123492,0.119074,0.117243,0.117266,0.117301,0.117347,0.117195,0.117486,0.118773,0.117195,0.123492,0.1173585,0.1182547,0.001960733539
15,0.170662,0.171703,0.169896,0.16984,0.16985,0.169821,0.171184,0.169921,0.171681,0.169872,0.169821,0.171703,0.1699085,0.170443,0.0007970195871
16,0.302259,0.30842,0.300844,0.302536,0.299965,0.309965,0.301138,0.30303,0.301649,0.309337,0.299965,0.309965,0.3023975,0.3039143,0.003794774654
17,0.258507,0.253803,0.253929,0.255098,0.25447,0.255187,0.254252,0.254064,0.256325,0.254235,0.253803,0.258507,0.254361,0.254987,0.001452168187
18,1.2017,1.08449,1.07627,1.06906,1.07116,1.08661,1.07312,1.0763,1.08536,1.08412,1.06906,1.2017,1.08021,1.090819,0.0394725011
19,0.710589,0.716666,0.710485,0.714649,0.713667,0.711483,0.716835,0.710811,0.710034,0.712451,0.710034,0.716835,0.711967,0.712767,0.002562500818
20,0.130699,0.135248,0.129157,0.129258,0.130795,0.129215,0.129,0.131119,0.129379,0.129074,0.129,0.135248,0.1293185,0.1302944,0.001919726034
21,0.63859,0.634552,0.639743,0.632621,0.634684,0.633528,0.63649,0.637218,0.634284,0.631248,0.631248,0.639743,0.634618,0.6352958,0.002674279583
22,0.112738,0.111914,0.112491,0.11632,0.119409,0.112887,0.111777,0.112057,0.112741,0.119021,0.111777,0.119409,0.1127395,0.1141355,0.00297075502
SUM,9.6891874,9.4052566,9.4040778,9.3871133,9.3906253,9.3589798,9.4044291,9.3632573,9.4051931,9.4372345,9.3020205,9.7999744,9.3890078,9.42453542,0.09566920573